Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Kansai Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3228600007,6483489,01/10/2020,12/08/2020,Paris Pledges,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company has not disclosed data on current emissions nor quantitative emissions reduction targets in a way which TPI can use to estimate current or future Carbon Performance.,,,,0.347,0.303,0.254,0.255,0.257,0.258,0.259,0.261,0.262,0.263,0.265,0.266,0.267,0.269,0.27,,,,,,,,,,,,,,,,,,,,
Kansai Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3228600007,6483489,01/09/2019,02/08/2019,No or unsuitable disclosure,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company has not disclosed data on current emissions nor quantitative emissions reduction targets in a way which TPI can use to estimate current or future Carbon Performance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,South Korea,KOR,Autos,No,large,KR7000270009,6490928,01/12/2020,23/10/2020,Not Aligned,2018,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Kia has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",152.0,159.0,157.0,148.0,136.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,South Korea,KOR,Autos,No,large,KR7000270009,6490928,01/12/2019,07/11/2019,Not Aligned,2017,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Kia has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",151.912461834745,159.364260722296,157.429065495158,148.310963169373,136.046210158048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,South Korea,KOR,Autos,No,large,KR7000270009,6490928,01/11/2018,12/10/2018,Not Aligned,2016,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Kia has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",152.0,159.0,158.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,South Korea,KOR,Autos,No,large,KR7000270009,6490928,01/02/2018,14/02/2018,Not Aligned,2015,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),,154.0,160.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klabin,Brazil,BRA,Paper,No,medium,BRKLBNCDAM18,BJ0K6Z9,01/02/2021,23/12/2020,Paris Pledges,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,0.209,0.211,0.194,0.179,0.185,0.185,0.185,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Steel,Japan,JPN,Steel,No,medium,JP3289800009,6496023,01/02/2021,23/12/2020,Not Aligned,2019,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s crude steel production grows according to the global growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",2.329,2.44,2.413,2.583,2.493,2.494,2.513,2.497,2.481,2.465,2.449,2.433,2.418,2.402,2.386,2.37,2.354,2.338,,,,,,,,,,,,,,,,,,,,
Kobe Steel,Japan,JPN,Steel,No,medium,JP3289800009,6496023,01/02/2020,20/12/2019,Not Aligned,2018,Carbon intensity (tonnes of CO2 per tonne of steel),"Kobe has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",2.328947368,2.36,2.346666667,2.361111111,2.32,2.315484805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Steel,Japan,JPN,Steel,No,medium,JP3289800009,6496023,01/09/2018,18/09/2018,Not Aligned,2016,Carbon intensity (tonnes of CO2 per tonne of steel),"Kobe has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",2.351,2.35,2.34,2.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Steel,Japan,JPN,Steel,No,medium,JP3289800009,6496023,01/09/2017,14/09/2017,Not Aligned,2015,Carbon intensity (tonnes of CO2 per tonne of steel),,2.323,2.366,2.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korean Air,South Korea,KOR,Airlines,No,medium,KR7003490000,6496766,01/12/2020,23/10/2020,Not Aligned,2019,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology.",,867.0,862.0,864.0,832.0,834.0,863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korean Air,South Korea,KOR,Airlines,No,medium,KR7003490000,6496766,01/12/2019,07/11/2019,Not Aligned,2018,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,691.0,683.0,679.0,656.0,653.0,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korean Air,South Korea,KOR,Airlines,No,medium,KR7003490000,6496766,01/02/2019,04/01/2019,Not Aligned,2017,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. To project the company’s future Carbon Performance, it is assumed that the target provided may be applied to both international and domestic operations, and that the baseline is the weighted average carbon intensities for 2015 to 2017.",,188.0,181.0,175.0,171.0,171.0,172.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyushu Elec Power,Japan,JPN,Electricity Utilities,No,medium,JP3246400000,6499806,01/10/2020,12/08/2020,Not Aligned,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions to allow TPI to verify the carbon intensities, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",0.598,0.528,0.483,0.463,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyushu Elec Power,Japan,JPN,Electricity Utilities,No,medium,JP3246400000,6499806,01/09/2019,02/08/2019,No or unsuitable disclosure,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions to allow TPI to verify the carbon intensities, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LATAM,Chile,CHL,Airlines,No,large,CL0000000423,2518932,01/12/2020,23/10/2020,Not Aligned,2019,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology.",,801.0,807.0,795.0,767.0,773.0,791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LATAM,Chile,CHL,Airlines,No,large,CL0000000423,2518932,01/12/2019,07/11/2019,Not Aligned,2018,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,569.0,566.0,553.0,532.0,537.0,552.0,566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LATAM,Chile,CHL,Airlines,No,large,CL0000000423,2518932,01/02/2019,04/01/2019,Not Aligned,2017,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,108.0,104.0,100.0,96.0,98.0,100.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LafargeHolcim,Switzerland,CHE,Cement,Yes,large,CH0012214059,7110753,01/02/2021,23/12/2020,Not Aligned,2019,Carbon intensity (tonnes of CO2 per tonne of cementitious product),LafargeHolcim has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.,0.571,0.579,0.582,0.585,0.582,0.576,0.561,0.557,0.554,0.55,0.541,0.531,0.522,0.513,0.503,0.494,0.484,0.475,,,,,,,,,,,,,,,,,,,,
LafargeHolcim,Switzerland,CHE,Cement,Yes,large,CH0012214059,7110753,01/02/2020,20/12/2019,Paris Pledges,2018,Carbon intensity (tonnes of CO2 per tonne of cementitious product),LafargeHolcim has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this companyís carbon performance.,0.571,0.579,0.582,0.585,0.581,0.576,0.572,0.568,0.564,0.56,0.555,0.55,0.545,0.54,0.535,0.53,0.525,0.52,,,,,,,,,,,,,,,,,,,,
LafargeHolcim,Switzerland,CHE,Cement,Yes,large,CH0012214059,7110753,01/09/2018,18/09/2018,2 Degrees,2017,Carbon intensity (tonnes of CO2 per tonne of cementitious product),LafargeHolcim has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.,0.571,0.579,0.582,0.585,0.581,0.559,0.538,0.516,0.51,0.504,0.497,0.491,0.485,0.48,0.476,0.471,0.467,0.462,,,,,,,,,,,,,,,,,,,,
LafargeHolcim,Switzerland,CHE,Cement,Yes,large,CH0012214059,7110753,01/09/2017,14/09/2017,2 Degrees,2015,Carbon intensity (tonnes of CO2 per tonne of cementitious product),,,0.579,0.579,0.57,0.561,0.551,0.542,0.533,0.527,0.521,0.515,0.509,0.503,0.499,0.494,0.49,0.485,0.481,,,,,,,,,,,,,,,,,,,,
Lee & Man Paper Manufacturing,China,CHN,Paper,No,medium,KYG5427W1309,6693772,01/02/2021,23/12/2020,Not Aligned,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,0.758,0.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee & Man Paper Manufacturing,China,CHN,Paper,No,medium,KYG5427W1309,6693772,01/02/2020,20/12/2019,Not Aligned,2018,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",TPI has not made any further assumptions in order to project this companyís Carbon Performance.,,,,,,0.763358779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee & Man Paper Manufacturing,China,CHN,Paper,No,medium,KYG5427W1309,6693772,01/11/2018,09/10/2018,No or unsuitable disclosure,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","Lee & Man Paper Manufacturing has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee & Man Paper Manufacturing,China,CHN,Paper,No,medium,KYG5427W1309,6693772,01/02/2018,14/02/2018,No or unsuitable disclosure,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lufthansa,Germany,DEU,Airlines,No,medium,DE0008232125,5287488,01/12/2020,23/10/2020,Not Aligned,2019,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology.",,919.0,926.0,926.0,887.0,886.0,893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lufthansa,Germany,DEU,Airlines,No,medium,DE0008232125,5287488,01/12/2019,07/11/2019,Not Aligned,2018,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance. TPI’s intensity calculation excludes emissions and traffic data for third party flights.,,657.0,660.0,660.0,630.0,624.0,593.0,562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lufthansa,Germany,DEU,Airlines,No,medium,DE0008232125,5287488,01/02/2019,04/01/2019,Not Aligned,2017,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance. TPI’s intensity calculation excludes emissions and passenger traffic data for third party flights.,,127.0,126.0,126.0,120.0,116.0,111.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lukoil,Russia,RUS,Oil & Gas,Yes,large,RU0009024277,B59SNS8,01/10/2020,12/08/2020,Not Aligned,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,73.55,73.41,73.07,73.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lukoil,Russia,RUS,Oil & Gas,Yes,large,RU0009024277,B59SNS8,01/09/2019,12/07/2019,Not Aligned,2018,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,74.884,75.419,75.072,75.36,75.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC,Malaysia,MYS,Shipping,No,large,MYL3816OO005,6557997,01/12/2020,23/10/2020,International Pledges,2019,Carbon intensity (gCO2 / t-km),The company discloses separate emissions and activity. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,4.42,4.61,4.13,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISC,Malaysia,MYS,Shipping,No,large,MYL3816OO005,6557997,01/12/2019,07/11/2019,No or unsuitable disclosure,,Carbon intensity (gCO2 / t-km),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector.  The company does not disclose sufficient data to allow TPI to recalculate current carbon intensity according to TPI methodology or to estimate future Carbon Performance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOL,Japan,JPN,Shipping,No,medium,JP3362700001,6597584,01/12/2020,23/10/2020,Below 2 Degrees,2019,Carbon intensity (gCO2 / t-km),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,6.2,6.01,6.07,6.13,6.05,5.08,5.02,4.96,4.9,4.84,4.78,4.72,4.66,4.6,4.54,4.48,4.42,4.26,4.11,3.95,3.79,3.64,3.48,3.32,3.17,3.01,2.85,2.7,2.54,2.38,2.23,2.07,1.91,1.76,1.6,1.44,1.29
MOL,Japan,JPN,Shipping,No,medium,JP3362700001,6597584,01/12/2019,07/11/2019,Below 2 Degrees,2018,Carbon intensity (gCO2 / t-km),"The company discloses an emissions intensity and target using an activity measure and emissions figure that is consistent with TPI’s methodology for this sector. Based on the information disclosed, it is assumed that the company's reported intensity for 2018 excludes emissions and activity data for vessels chartered out to the ONE joint venture.",,6.2,6.0,6.1,6.1,6.0,5.9,5.8,5.7,5.6,5.5,5.4,5.2,5.1,5.0,4.9,4.8,4.7,,,,,,,,,,,,,,,,,,,,
Magnitogorsk Iron & Steel Works,Russia,RUS,Steel,No,large,RU0009084396,B5B1RP0,01/02/2021,23/12/2020,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of steel),The company discloses an emissions intensity using an emissions figure that is inconsistent with TPI’s methodology for this sector. The company has set targets to reduce its emissions intensity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil,United States of America,USA,Oil & Gas,No,medium,US5658491064,2910970,01/10/2020,12/08/2020,Not Aligned,2018,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has not disclosed sufficient data on any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,71.56,71.13,69.42,69.58,70.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil,United States of America,USA,Oil & Gas,No,medium,US5658491064,2910970,01/09/2019,02/08/2019,Not Aligned,2017,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has not disclosed sufficient data on any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,71.495,71.068,69.332,69.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Petroleum,United States of America,USA,Oil & Gas,Yes,large,US56585A1025,B3K3L40,01/10/2020,12/08/2020,Not Aligned,2018,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,82.7,82.02,82.52,82.32,80.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Petroleum,United States of America,USA,Oil & Gas,Yes,large,US56585A1025,B3K3L40,01/09/2019,12/07/2019,Not Aligned,2017,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,78.1,77.7,77.8,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Marietta Materials,United States of America,USA,Cement,Yes,medium,US5732841060,2572079,01/02/2021,23/12/2020,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"Martin Marietta Materials has not disclosed sufficient current emissions data nor any quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Marietta Materials,United States of America,USA,Cement,Yes,medium,US5732841060,2572079,01/02/2020,20/12/2019,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"Martin Marietta Materials has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Marietta Materials,United States of America,USA,Cement,Yes,medium,US5732841060,2572079,01/09/2018,18/09/2018,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"Martin Marietta Materials has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Marietta Materials,United States of America,USA,Cement,Yes,medium,US5732841060,2572079,01/09/2017,14/09/2017,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marubeni,Japan,JPN,Aluminium,No,large,JP3877600001,6569464,01/02/2021,23/12/2020,No or unsuitable disclosure,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,Japan,JPN,Autos,No,large,JP3868400007,6900308,01/12/2020,23/10/2020,2 Degrees (Shift-Improve),2018,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),TPI has assumed that both tank-to-wheel and well-to-tank emissions fall by equal proportions in meeting the company’s well-to-wheel target.,143.0,138.0,137.0,137.0,142.0,142.0,137.0,132.0,127.0,122.0,117.0,112.0,107.0,102.0,97.0,92.0,87.0,82.0,79.0,76.0,72.0,69.0,66.0,62.0,59.0,56.0,53.0,49.0,46.0,43.0,39.0,36.0,33.0,30.0,26.0,23.0,20.0,16.0
Mazda,Japan,JPN,Autos,No,large,JP3868400007,6900308,01/12/2019,07/11/2019,Paris Pledges,2017,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Mazda has set targets to reduce its emissions intensity. For this company, TPI has assumed that:
- Both tank-to-wheel and well-to-tank emissions fall by equal proportions in meeting the company’s well-to-wheel target.",142.66242674075,137.550620756171,137.252805399574,137.187162201129,142.156925140147,137.54462356609,132.932321992033,128.320020417976,123.707718843918,119.095417269861,114.483115695804,109.870814121747,105.25851254769,100.646210973633,96.0339093995757,91.4216078255186,86.8093062514614,82.1970046774043,,,,,,,,,,,,,,,,,,,,
Mazda,Japan,JPN,Autos,No,large,JP3868400007,6900308,01/11/2018,12/10/2018,Paris Pledges,2016,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Mazda has set targets to reduce its emissions intensity. For this company, TPI has assumed that:
- Both tank-to-wheel and well-to-tank emissions fall by equal proportions in meeting the company’s well-to-wheel target.",143.0,138.0,137.0,137.0,133.0,129.0,125.0,121.0,118.0,114.0,110.0,106.0,102.0,98.0,94.0,90.0,86.0,82.0,,,,,,,,,,,,,,,,,,,,
Mazda,Japan,JPN,Autos,No,large,JP3868400007,6900308,01/02/2018,14/02/2018,Paris Pledges,2015,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),,141.0,135.0,134.0,131.0,127.0,124.0,120.0,117.0,114.0,110.0,107.0,103.0,100.0,97.0,93.0,90.0,87.0,83.0,,,,,,,,,,,,,,,,,,,,
Mitsubishi Motors,Japan,JPN,Autos,No,large,JP3899800001,6598446,01/12/2020,23/10/2020,Not Aligned,2018,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Mitsubishi has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",151.0,144.0,139.0,149.0,146.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi Motors,Japan,JPN,Autos,No,large,JP3899800001,6598446,01/12/2019,07/11/2019,Not Aligned,2017,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Mitsubishi has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",150.500762668168,143.639598463364,138.597143145043,149.31931423008,146.307488914725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi Motors,Japan,JPN,Autos,No,large,JP3899800001,6598446,01/11/2018,12/10/2018,Not Aligned,2016,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Mitsubishi has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",153.0,144.0,138.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsui & Co (Aluminium),Japan,JPN,Aluminium,No,large,JP3893600001,6597302,01/02/2021,23/12/2020,Not Assessed,,Carbon intensity (tCO2e / t aluminium),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsui & Co (Aluminium),Japan,JPN,Aluminium,No,large,JP3893600001,6597302,01/02/2020,20/12/2019,Not Assessed,,Carbon intensity (tCO2e / t aluminium),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mondi,United Kingdom,GBR,Paper,No,medium,GB00B1CRLC47,B1CRLC4,01/02/2021,23/12/2020,Paris Pledges,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,0.83,0.83,0.76,0.72,0.72,0.71,0.683,0.656,0.629,0.602,0.575,0.548,0.535,0.523,0.51,0.497,0.485,0.472,0.459,0.447,0.434,0.422,0.409,0.396,0.384,0.371,0.359,0.346,0.333,0.321,0.308,0.295,0.283,0.27,0.258,0.245,0.232
Mondi,United Kingdom,GBR,Paper,No,medium,GB00B1CRLC47,B1CRLC4,01/02/2020,20/12/2019,Paris Pledges,2018,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",TPI has not made any further assumptions in order to project this companyís Carbon Performance.,,0.83,0.83,0.76,0.72,0.72,0.698957143,0.677914286,0.656871429,0.635828571,0.614785714,0.593742857,0.5727,0.55112,0.52954,0.50796,0.48638,0.4648,,,,,,,,,,,,,,,,,,,,
Mondi,United Kingdom,GBR,Paper,No,medium,GB00B1CRLC47,B1CRLC4,01/11/2018,09/10/2018,Not Aligned,2017,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","Mondi has emissions reduction targets expressed in total emissions. To calculate an emissions intensity, TPI has assumed that:
- The company’s intensity reduction target applies in equal proportion to its pulp, paper and paperboard production activities as to other parts of the business.",0.81,0.83,0.83,0.76,0.72,0.719,0.718,0.717,0.716,0.715,0.714,0.712,0.711,0.71,0.709,0.708,0.707,0.706,,,,,,,,,,,,,,,,,,,,
Mondi,United Kingdom,GBR,Paper,No,medium,GB00B1CRLC47,B1CRLC4,01/02/2018,14/02/2018,Not Aligned,2016,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",,0.81,0.82,0.82,0.76,0.756,0.751,0.747,0.742,0.738,0.733,0.729,0.724,0.72,0.715,0.711,0.706,0.702,0.697,,,,,,,,,,,,,,,,,,,,
Muda,Malaysia,MYS,Paper,No,small,MYL3883OO005,6609230,01/02/2021,23/12/2020,No or unsuitable disclosure,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muda,Malaysia,MYS,Paper,No,small,MYL3883OO005,6609230,01/02/2020,20/12/2019,No or unsuitable disclosure,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
