Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment,Benchmark ID,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
MOL,Japan,JPN,Shipping,No,medium,JP3362700001,6597584,01/12/2019,07/11/2019,Below 2 Degrees,Shipping_01/12/2019,2018,Carbon intensity (gCO2 / t-km),"The company discloses an emissions intensity and target using an activity measure and emissions figure that is consistent with TPI’s methodology for this sector. Based on the information disclosed, it is assumed that the company's reported intensity for 2018 excludes emissions and activity data for vessels chartered out to the ONE joint venture.",,6.2,6.0,6.1,6.1,6.0,5.9,5.8,5.7,5.6,5.5,5.4,5.2,5.1,5.0,4.9,4.8,4.7,,,,,,,,,,,,,,,,,,,,
Magnitogorsk Iron & Steel Works,Russia,RUS,Steel,No,large,"RU0009084396, US5591892048","B5B1RP0, B1VX446",01/02/2021,23/12/2020,No or unsuitable disclosure,Steel_01/02/2021,,Carbon intensity (tonnes of CO2 per tonne of steel),The company discloses an emissions intensity using an emissions figure that is inconsistent with TPI’s methodology for this sector. The company has set targets to reduce its emissions intensity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil,United States of America,USA,Oil & Gas,No,medium,US5658491064,2910970,01/11/2021,05/08/2021,Not Aligned,Oil & Gas_01/11/2021,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,71.56093161,71.13259426,69.41549045,69.57731671,70.16343048,71.42473128,70.93313595,70.44154062,69.9499453,69.45834997,68.96675464,68.47515931,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil,United States of America,USA,Oil & Gas,No,medium,US5658491064,2910970,01/10/2020,12/08/2020,Not Aligned,Oil & Gas_01/10/2020,2018,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has not disclosed sufficient data on any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,71.56,71.13,69.42,69.58,70.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Oil,United States of America,USA,Oil & Gas,No,medium,US5658491064,2910970,01/09/2019,02/08/2019,Not Aligned,Oil & Gas_01/09/2019,2017,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has not disclosed sufficient data on any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,71.495,71.068,69.332,69.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Petroleum,United States of America,USA,Oil & Gas,Yes,large,US56585A1025,B3K3L40,01/11/2021,05/08/2021,Not Aligned,Oil & Gas_01/11/2021,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,82.70137654,82.01856851,82.51903539,82.32279254,80.72328401,80.64234387,78.4829078,78.40302249,78.32313719,78.24325188,78.16336658,78.08348127,78.00359597,77.92371066,77.84382536,77.76394006,77.68405475,,,,,,,,,,,,,,,,,,,,
Marathon Petroleum,United States of America,USA,Oil & Gas,Yes,large,US56585A1025,B3K3L40,01/10/2020,12/08/2020,Not Aligned,Oil & Gas_01/10/2020,2018,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,82.7,82.02,82.52,82.32,80.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Petroleum,United States of America,USA,Oil & Gas,Yes,large,US56585A1025,B3K3L40,01/09/2019,12/07/2019,Not Aligned,Oil & Gas_01/09/2019,2017,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,78.1,77.7,77.8,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Marietta Materials,United States of America,USA,Cement,Yes,medium,US5732841060,2572079,01/02/2021,23/12/2020,No or unsuitable disclosure,Cement_01/02/2021,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"Martin Marietta Materials has not disclosed sufficient current emissions data nor any quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Marietta Materials,United States of America,USA,Cement,Yes,medium,US5732841060,2572079,01/02/2020,20/12/2019,No or unsuitable disclosure,Cement_01/02/2020,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"Martin Marietta Materials has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Marietta Materials,United States of America,USA,Cement,Yes,medium,US5732841060,2572079,01/09/2018,18/09/2018,No or unsuitable disclosure,Cement_01/09/2018,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"Martin Marietta Materials has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Marietta Materials,United States of America,USA,Cement,Yes,medium,US5732841060,2572079,01/09/2017,14/09/2017,No or unsuitable disclosure,Cement_01/11/2017,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marubeni,Japan,JPN,Aluminium,No,large,JP3877600001,6569464,01/02/2021,23/12/2020,No or unsuitable disclosure,Aluminium_01/02/2021,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,Japan,JPN,Autos,No,large,JP3868400007,6900308,01/12/2020,23/10/2020,2 Degrees (Shift-Improve),Autos_01/12/2020,2018,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),TPI has assumed that both tank-to-wheel and well-to-tank emissions fall by equal proportions in meeting the company’s well-to-wheel target.,143.0,138.0,137.0,137.0,142.0,142.0,137.0,132.0,127.0,122.0,117.0,112.0,107.0,102.0,97.0,92.0,87.0,82.0,79.0,76.0,72.0,69.0,66.0,62.0,59.0,56.0,53.0,49.0,46.0,43.0,39.0,36.0,33.0,30.0,26.0,23.0,20.0,16.0
Mazda,Japan,JPN,Autos,No,large,JP3868400007,6900308,01/12/2019,07/11/2019,Paris Pledges,Autos_01/12/2019,2017,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Mazda has set targets to reduce its emissions intensity. For this company, TPI has assumed that:
- Both tank-to-wheel and well-to-tank emissions fall by equal proportions in meeting the company’s well-to-wheel target.",142.66242674075,137.550620756171,137.252805399574,137.187162201129,142.156925140147,137.54462356609,132.932321992033,128.320020417976,123.707718843918,119.095417269861,114.483115695804,109.870814121747,105.25851254769,100.646210973633,96.0339093995757,91.4216078255186,86.8093062514614,82.1970046774043,,,,,,,,,,,,,,,,,,,,
Mazda,Japan,JPN,Autos,No,large,JP3868400007,6900308,01/11/2018,12/10/2018,Paris Pledges,Autos_01/11/2018,2016,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Mazda has set targets to reduce its emissions intensity. For this company, TPI has assumed that:
- Both tank-to-wheel and well-to-tank emissions fall by equal proportions in meeting the company’s well-to-wheel target.",143.0,138.0,137.0,137.0,133.0,129.0,125.0,121.0,118.0,114.0,110.0,106.0,102.0,98.0,94.0,90.0,86.0,82.0,,,,,,,,,,,,,,,,,,,,
Mazda,Japan,JPN,Autos,No,large,JP3868400007,6900308,01/02/2018,14/02/2018,Paris Pledges,Autos_01/02/2018,2015,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),,141.0,135.0,134.0,131.0,127.0,124.0,120.0,117.0,114.0,110.0,107.0,103.0,100.0,97.0,93.0,90.0,87.0,83.0,,,,,,,,,,,,,,,,,,,,
Meridian Energy,New Zealand,NZL,Electricity Utilities,No,large,NZMELE0002S7,BWFD052,01/11/2021,05/08/2021,1.5 Degrees,Electricity Utilities_01/11/2021,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,1.27e-06,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi Motors,Japan,JPN,Autos,No,large,JP3899800001,6598446,01/12/2020,23/10/2020,Not Aligned,Autos_01/12/2020,2018,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Mitsubishi has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",151.0,144.0,139.0,149.0,146.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi Motors,Japan,JPN,Autos,No,large,JP3899800001,6598446,01/12/2019,07/11/2019,Not Aligned,Autos_01/12/2019,2017,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Mitsubishi has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",150.500762668168,143.639598463364,138.597143145043,149.31931423008,146.307488914725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi Motors,Japan,JPN,Autos,No,large,JP3899800001,6598446,01/11/2018,12/10/2018,Not Aligned,Autos_01/11/2018,2016,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Mitsubishi has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",153.0,144.0,138.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsui & Co (Aluminium),Japan,JPN,Aluminium,No,large,JP3893600001,6597302,01/02/2021,23/12/2020,Not Assessed,Aluminium_01/02/2021,,Carbon intensity (tCO2e / t aluminium),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsui & Co (Aluminium),Japan,JPN,Aluminium,No,large,JP3893600001,6597302,01/02/2020,20/12/2019,Not Assessed,Aluminium_01/02/2020,,Carbon intensity (tCO2e / t aluminium),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mondi,United Kingdom,GBR,Paper,No,medium,GB00B1CRLC47,"B1CRLC4, B1YCDP4",01/02/2021,23/12/2020,Paris Pledges,Paper_01/02/2021,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,0.83,0.83,0.76,0.72,0.72,0.71,0.683,0.656,0.629,0.602,0.575,0.548,0.535,0.523,0.51,0.497,0.485,0.472,0.459,0.447,0.434,0.422,0.409,0.396,0.384,0.371,0.359,0.346,0.333,0.321,0.308,0.295,0.283,0.27,0.258,0.245,0.232
Mondi,United Kingdom,GBR,Paper,No,medium,GB00B1CRLC47,"B1CRLC4, B1YCDP4",01/02/2020,20/12/2019,Paris Pledges,Paper_01/02/2020,2018,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",TPI has not made any further assumptions in order to project this companyís Carbon Performance.,,0.83,0.83,0.76,0.72,0.72,0.698957143,0.677914286,0.656871429,0.635828571,0.614785714,0.593742857,0.5727,0.55112,0.52954,0.50796,0.48638,0.4648,,,,,,,,,,,,,,,,,,,,
Mondi,United Kingdom,GBR,Paper,No,medium,GB00B1CRLC47,"B1CRLC4, B1YCDP4",01/11/2018,09/10/2018,Not Aligned,Paper_01/11/2018,2017,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","Mondi has emissions reduction targets expressed in total emissions. To calculate an emissions intensity, TPI has assumed that:
- The company’s intensity reduction target applies in equal proportion to its pulp, paper and paperboard production activities as to other parts of the business.",0.81,0.83,0.83,0.76,0.72,0.719,0.718,0.717,0.716,0.715,0.714,0.712,0.711,0.71,0.709,0.708,0.707,0.706,,,,,,,,,,,,,,,,,,,,
Mondi,United Kingdom,GBR,Paper,No,medium,GB00B1CRLC47,"B1CRLC4, B1YCDP4",01/02/2018,14/02/2018,Not Aligned,Paper_01/02/2018,2016,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",,0.81,0.82,0.82,0.76,0.756,0.751,0.747,0.742,0.738,0.733,0.729,0.724,0.72,0.715,0.711,0.706,0.702,0.697,,,,,,,,,,,,,,,,,,,,
Muda,Malaysia,MYS,Paper,No,small,MYL3883OO005,6609230,01/02/2021,23/12/2020,No or unsuitable disclosure,Paper_01/02/2021,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muda,Malaysia,MYS,Paper,No,small,MYL3883OO005,6609230,01/02/2020,20/12/2019,No or unsuitable disclosure,Paper_01/02/2020,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRG Energy,United States of America,USA,Electricity Utilities,Yes,medium,US6293775085,2212922,01/11/2021,05/08/2021,Below 2 Degrees,Electricity Utilities_01/11/2021,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.754923912,0.80497648,0.71071227,0.626982019,0.605181546,0.743358875,0.621285536,0.605733518,0.590181499,0.57462948,0.559077462,0.543525443,0.527973424,0.506854487,0.48573555,0.464616613,0.443497676,0.422378739,0.401259802,0.380140865,0.359021928,0.337902991,0.316784054,0.295665117,0.274546181,0.253427244,0.232308307,0.21118937,0.190070433,0.168951496,0.147832559,0.126713622,0.105594685,0.084475748,0.063356811,0.042237874,0.021118937,0.0
NRG Energy,United States of America,USA,Electricity Utilities,Yes,medium,US6293775085,2212922,01/10/2020,12/08/2020,Below 2 Degrees,Electricity Utilities_01/10/2020,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.751,0.805,0.711,0.627,0.605,0.742,0.717,0.694,0.671,0.648,0.624,0.601,0.578,0.555,0.532,0.509,0.486,0.463,0.439,0.416,0.393,0.37,0.347,0.324,0.301,0.278,0.254,0.231,0.208,0.185,0.162,0.139,0.116,0.093,0.069,0.046,0.023,
NRG Energy,United States of America,USA,Electricity Utilities,Yes,medium,US6293775085,2212922,01/09/2019,12/07/2019,Not Aligned,Electricity Utilities_01/09/2019,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.751,0.805,0.772,0.632,0.65,0.68,0.673,0.666,0.659,0.653,0.646,0.639,0.632,0.625,0.618,0.611,0.605,0.598,,,,,,,,,,,,,,,,,,,,
NS United Kaiun Kaisha,Japan,JPN,Shipping,No,small,JP3385000009,6805005,01/12/2020,23/10/2020,No or unsuitable disclosure,Shipping_01/12/2020,,Carbon intensity (gCO2 / t-km),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTPC,India,IND,Electricity Utilities,Yes,large,INE733E01010,B037HF1,01/11/2021,05/08/2021,Not Aligned,Electricity Utilities_01/11/2021,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.861822591,0.883519302,0.957399311,0.88379,0.87279,0.87581,0.87102,0.859047367,0.847074733,0.8351021,0.822962987,0.810823874,0.798684761,0.786545648,0.774406535,0.762267422,0.750128309,0.737989196,0.725850083,0.71371097,,,,,,,,,,,,,,,,,,
NTPC,India,IND,Electricity Utilities,Yes,large,INE733E01010,B037HF1,01/10/2020,12/08/2020,Not Aligned,Electricity Utilities_01/10/2020,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",0.862,0.884,0.957,0.884,0.873,0.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTPC,India,IND,Electricity Utilities,Yes,large,INE733E01010,B037HF1,01/09/2019,12/07/2019,Not Aligned,Electricity Utilities_01/09/2019,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",0.862,0.884,0.957,0.884,0.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYK Line,Japan,JPN,Shipping,No,medium,JP3753000003,6643960,01/12/2020,23/10/2020,International Pledges,Shipping_01/12/2020,2019,Carbon intensity (gCO2 / t-km),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,6.3,6.6,6.2,5.85,5.6,5.49,5.38,5.28,5.17,5.06,4.95,4.84,4.73,4.63,4.52,4.41,4.35,4.28,4.22,4.16,4.1,4.03,3.97,3.91,3.84,3.78,3.72,3.65,3.59,3.53,3.47,3.4,3.34,3.28,3.21,3.15
NYK Line,Japan,JPN,Shipping,No,medium,JP3753000003,6643960,01/12/2019,07/11/2019,Below 2 Degrees,Shipping_01/12/2019,2017,Carbon intensity (gCO2 / t-km),"The company discloses an emissions intensity and target using an activity measure and emissions figure that is consistent with TPI’s methodology for this sector. Based on the information disclosed, it is assumed that the company's reported intensity for 2018 excludes emissions and activity data for vessels chartered out to the ONE joint venture.",,,6.3,6.6,6.2,5.9,5.7,5.6,5.5,5.4,5.2,5.1,5.0,4.9,4.8,4.6,4.5,4.4,,,,,,,,,,,,,,,,,,,,
Nakilat,Qatar,QAT,Shipping,No,medium,QA000A0KD6L1,B0MLBC9,01/12/2020,23/10/2020,No or unsuitable disclosure,Shipping_01/12/2020,,Carbon intensity (gCO2 / t-km),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nakilat,Qatar,QAT,Shipping,No,medium,QA000A0KD6L1,B0MLBC9,01/12/2019,07/11/2019,No or unsuitable disclosure,Shipping_01/12/2019,,Carbon intensity (gCO2 / t-km),"The company does not disclose sufficient data on current emissions or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Grid,United Kingdom,GBR,Electricity Utilities,Yes,large,GB00BDR05C01,BDR05C0,01/11/2021,05/08/2021,Below 2 Degrees,Electricity Utilities_01/11/2021,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,0.581765117,0.596447523,0.595818696,0.59203965,0.58098843,0.585823849,0.581150623,0.562403829,0.543657035,0.52491024,0.506163446,0.487416652,0.468669857,0.449923063,0.431176269,0.412429475,0.39368268,0.374935886,0.356189092,0.337442297,0.318695503,0.299948709,0.281201914,0.26245512,0.243708326,0.224961532,0.206214737,0.187467943,0.168721149,0.149974354,0.13122756,0.112480766,0.093733971,0.074987177,0.056240383,0.037493589,0.018746794,0.0
National Grid,United Kingdom,GBR,Electricity Utilities,Yes,large,GB00BDR05C01,BDR05C0,01/10/2020,08/12/2020,Below 2 Degrees,Electricity Utilities_01/10/2020,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,0.582,0.596,0.596,0.592,0.581,0.586,0.568,0.549,0.531,0.513,0.494,0.476,0.458,0.44,0.421,0.403,0.385,0.366,0.348,0.33,0.311,0.293,0.275,0.256,0.238,0.22,0.201,0.183,0.165,0.147,0.128,0.11,0.092,0.073,0.055,0.037,0.018,
National Grid,United Kingdom,GBR,Electricity Utilities,Yes,large,GB00BDR05C01,BDR05C0,01/09/2019,12/07/2019,Not Aligned,Electricity Utilities_01/09/2019,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,,,,0.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Grid,United Kingdom,GBR,Electricity Utilities,Yes,large,GB00BDR05C01,BDR05C0,01/07/2018,02/07/2018,Not Assessed,Electricity Utilities_01/07/2018,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neste,Finland,FIN,Oil & Gas,No,large,FI0009013296,B06YV46,01/11/2021,05/08/2021,Not Aligned,Oil & Gas_01/11/2021,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. The company has set an additional target to reduce its emissions intensity which could not be included in this assessment as it was not possible to make it consistent with TPI’s methodology.",,67.33113206,68.25655892,69.15612084,67.31595222,68.21406881,66.33917442,65.2086174,64.98137195,64.75412649,64.52688104,64.29963558,64.07239013,63.84514467,63.61789922,63.39065377,63.16340831,62.93616286,62.51476869,62.09337451,61.67198034,61.25058617,60.829192,,,,,,,,,,,,,,,
Neste,Finland,FIN,Oil & Gas,No,large,FI0009013296,B06YV46,01/10/2020,12/08/2020,Not Aligned,Oil & Gas_01/10/2020,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,69.1,69.99,70.62,68.95,69.67,68.07,67.79,67.51,67.22,66.94,66.65,66.37,66.08,65.8,65.51,65.23,64.95,64.66,64.38,64.09,63.81,63.52,,,,,,,,,,,,,,,
Neste,Finland,FIN,Oil & Gas,No,large,FI0009013296,B06YV46,01/09/2019,02/08/2019,Not Aligned,Oil & Gas_01/09/2019,2018,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,68.395,67.024,68.229,66.364,67.385,66.954,66.524,66.487,66.45,66.413,66.376,66.339,66.302,66.265,66.228,66.191,66.155,,,,,,,,,,,,,,,,,,,,
NextEra Energy,United States of America,USA,Electricity Utilities,Yes,large,US65339F1012,2328915,01/11/2021,05/08/2021,National Pledges,Electricity Utilities_01/11/2021,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.254558912,0.241765021,0.248568914,0.216363818,0.206384774,0.197766509,0.218631782,0.198673694,0.189433057,0.18019242,0.170951783,0.161711147,0.15247051,,,,,,,,,,,,,,,,,,,,,,,,,
NextEra Energy,United States of America,USA,Electricity Utilities,Yes,large,US65339F1012,2328915,01/10/2020,12/08/2020,Paris Pledges,Electricity Utilities_01/10/2020,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.255,0.242,0.249,0.216,0.206,0.198,0.192,0.185,0.179,0.166,0.153,0.139,0.126,,,,,,,,,,,,,,,,,,,,,,,,,
NextEra Energy,United States of America,USA,Electricity Utilities,Yes,large,US65339F1012,2328915,01/09/2019,12/07/2019,Below 2 Degrees,Electricity Utilities_01/09/2019,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.255,0.242,0.249,0.216,0.206,0.198,0.191,0.185,0.179,0.165,0.152,0.139,0.126,,,,,,,,,,,,,,,,,,,,,,,,,
NextEra Energy,United States of America,USA,Electricity Utilities,Yes,large,US65339F1012,2328915,01/07/2018,02/07/2018,Below 2 Degrees,Electricity Utilities_01/07/2018,2016,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),NextEra Energy has not disclosed a quantitative target to reduce its emissions which TPI can use to estimate future carbon performance.,0.255,0.242,0.249,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NextEra Energy,United States of America,USA,Electricity Utilities,Yes,large,US65339F1012,2328915,01/06/2017,05/05/2017,2 Degrees,Electricity Utilities_01/07/2017,2015,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,0.255,0.254,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
